ponto_id,lat_pred,lon_pred
789,-8.0525465,-34.951702
794,-8.0525465,-34.951702
795,-8.0525465,-34.951702
799,-8.0525465,-34.951702
800,-8.052386,-34.951714
809,-8.052386,-34.951714
810,-8.052386,-34.951714
811,-8.052386,-34.951714
815,-8.052386,-34.951714
828,-8.052386,-34.951714
831,-8.052386,-34.951714
833,-8.052386,-34.951714
834,-8.052386,-34.951714
835,-8.052386,-34.951714
837,-8.052386,-34.951714
841,-8.052386,-34.951714
852,-8.052386,-34.951714
856,-8.052386,-34.951714
858,-8.052386,-34.951714
862,-8.052386,-34.951714
866,-8.052386,-34.951714
868,-8.052386,-34.951714
871,-8.052386,-34.951714
872,-8.052386,-34.951714
877,-8.052386,-34.951714
879,-8.052386,-34.951714
881,-8.052386,-34.951714
883,-8.052386,-34.951714
906,-8.05246,-34.951706
908,-8.052577,-34.951706
914,-8.052577,-34.951706
921,-8.052577,-34.951706
927,-8.052577,-34.951706
932,-8.052577,-34.951706
934,-8.052577,-34.951706
940,-8.05246,-34.951706
947,-8.05246,-34.951706
952,-8.05246,-34.951706
957,-8.05246,-34.951706
958,-8.05246,-34.951706
960,-8.05246,-34.951706
964,-8.05246,-34.951706
965,-8.052577,-34.951706
967,-8.05246,-34.951706
970,-8.05246,-34.951706
971,-8.05246,-34.951706
982,-8.052577,-34.951706
994,-8.052577,-34.951706
996,-8.052577,-34.951706
997,-8.052577,-34.951706
1002,-8.052577,-34.951706
1005,-8.052577,-34.951706
1009,-8.052577,-34.951706
1010,-8.052577,-34.951706
1017,-8.052577,-34.951706
1018,-8.052577,-34.951706
1020,-8.052577,-34.951706
1022,-8.052577,-34.951706
1025,-8.052577,-34.951706
1027,-8.052577,-34.951706
1034,-8.052577,-34.951706
1038,-8.052577,-34.951706
1042,-8.052577,-34.951706
1044,-8.052135,-34.951706
1046,-8.052135,-34.951706
1052,-8.052135,-34.951706
1053,-8.052135,-34.951706
1055,-8.052135,-34.951706
1056,-8.052135,-34.951706
1057,-8.052135,-34.951706
1061,-8.052135,-34.951706
1068,-8.052135,-34.951706
1071,-8.052135,-34.951706
1074,-8.052135,-34.951706
1075,-8.052135,-34.951706
1076,-8.052135,-34.951706
1078,-8.052135,-34.951706
1084,-8.052135,-34.951706
1087,-8.052135,-34.951706
1090,-8.052135,-34.951706
1095,-8.052135,-34.951706
1101,-8.052135,-34.951706
1103,-8.052135,-34.951706
1107,-8.052135,-34.951706
1108,-8.052135,-34.951706
1111,-8.052135,-34.951706
1112,-8.052135,-34.951706
1115,-8.052135,-34.951706
1123,-8.052135,-34.951706
1126,-8.052135,-34.951706
1127,-8.052135,-34.951706
1139,-8.052135,-34.951706
1142,-8.052135,-34.951706
1144,-8.052135,-34.951706
1145,-8.052135,-34.951706
1147,-8.052135,-34.951706
1149,-8.052135,-34.951706
1152,-8.052135,-34.951706
1153,-8.052135,-34.951706
1155,-8.052135,-34.951706
1156,-8.052135,-34.951706
1157,-8.052135,-34.951706
1162,-8.052135,-34.951706
1163,-8.052135,-34.951706
1166,-8.052017,-34.951706
1168,-8.052017,-34.951706
1172,-8.052017,-34.951706
1175,-8.052017,-34.951706
1176,-8.052017,-34.951706
1180,-8.052017,-34.951706
1183,-8.052017,-34.951706
1188,-8.052017,-34.951706
1193,-8.052017,-34.951706
1194,-8.052017,-34.951706
1195,-8.052017,-34.951706
1197,-8.052017,-34.951706
1199,-8.052017,-34.951706
1201,-8.052017,-34.951706
1204,-8.052017,-34.951706
1210,-8.052017,-34.951706
1217,-8.052017,-34.951706
1219,-8.052017,-34.951706
1220,-8.052017,-34.951706
1222,-8.052577,-34.951706
1224,-8.052017,-34.951706
1226,-8.052017,-34.951706
1233,-8.052017,-34.951706
1244,-8.052017,-34.951706
1245,-8.052017,-34.951706
1247,-8.052017,-34.951706
1250,-8.052017,-34.951706
1253,-8.052017,-34.951706
1254,-8.052017,-34.951706
1261,-8.052017,-34.951706
1263,-8.052017,-34.951706
1277,-8.052017,-34.951706
1278,-8.052017,-34.951706
1281,-8.052017,-34.951706
1282,-8.052017,-34.951706
1285,-8.052017,-34.951706
1287,-8.052017,-34.951706
1295,-8.052017,-34.951706
1297,-8.052017,-34.951706
1298,-8.052017,-34.951706
1310,-8.052017,-34.951706
1313,-8.052017,-34.951706
1314,-8.052017,-34.951706
1315,-8.052017,-34.951706
1318,-8.052017,-34.951706
1320,-8.052017,-34.951706
1322,-8.052017,-34.951706
1323,-8.052017,-34.951706
1328,-8.052017,-34.951706
1329,-8.052017,-34.951706
1330,-8.052017,-34.951706
1334,-8.052017,-34.951706
1339,-8.052017,-34.951706
1345,-8.052017,-34.951706
1346,-8.052017,-34.951706
1349,-8.052017,-34.951706
1354,-8.052017,-34.951706
1355,-8.052017,-34.951706
1359,-8.052017,-34.951706
1360,-8.052017,-34.951706
1369,-8.052017,-34.951706
1372,-8.052017,-34.951706
1373,-8.052017,-34.951706
1374,-8.052017,-34.951706
1379,-8.052017,-34.951706
1383,-8.052017,-34.951706
1385,-8.052017,-34.951706
1393,-8.052017,-34.951706
1396,-8.052017,-34.951706
1400,-8.052017,-34.951706
1402,-8.052017,-34.951706
1405,-8.052017,-34.951706
1406,-8.052017,-34.951706
1413,-8.052017,-34.951706
1414,-8.052017,-34.951706
1416,-8.052017,-34.951706
1417,-8.052017,-34.951706
1418,-8.052017,-34.951706
1420,-8.052017,-34.951706
1421,-8.052017,-34.951706
1426,-8.052019,-34.951706
1427,-8.052017,-34.951706
1429,-8.052017,-34.951706
1430,-8.052017,-34.951706
1432,-8.052017,-34.951706
1437,-8.052017,-34.951706
1438,-8.052091,-34.951706
1443,-8.052017,-34.951706
1446,-8.052017,-34.951706
1452,-8.052017,-34.951706
1453,-8.052017,-34.951706
1456,-8.052017,-34.951706
1458,-8.052017,-34.951706
1465,-8.052017,-34.951706
1467,-8.052017,-34.951706
1468,-8.052017,-34.951706
1470,-8.052017,-34.951706
1472,-8.052017,-34.951706
1477,-8.052017,-34.951706
1479,-8.052017,-34.951706
1480,-8.052017,-34.951706
1482,-8.052017,-34.951706
1483,-8.052017,-34.951706
1488,-8.052017,-34.951706
1491,-8.052017,-34.951706
1496,-8.052017,-34.951706
1501,-8.052017,-34.951706
1502,-8.052017,-34.951706
1509,-8.052017,-34.951706
1512,-8.052017,-34.951588
1513,-8.052017,-34.951706
1516,-8.052017,-34.951706
1527,-8.052017,-34.951706
1530,-8.052017,-34.951706
1532,-8.052017,-34.951706
1533,-8.052017,-34.951706
1535,-8.052017,-34.951706
1536,-8.052017,-34.951706
1543,-8.052017,-34.951706
1544,-8.052017,-34.951706
1545,-8.052017,-34.951706
1550,-8.052017,-34.951706
1557,-8.052017,-34.951706
1558,-8.052017,-34.951706
1559,-8.052017,-34.951706
1561,-8.052017,-34.951706
1562,-8.052017,-34.951706
1568,-8.052017,-34.951706
1569,-8.052017,-34.951706
1570,-8.052017,-34.951706
1575,-8.052017,-34.951706
1576,-8.052017,-34.951706
1578,-8.052017,-34.951706
1586,-8.052017,-34.951706
1593,-8.052017,-34.951706
1595,-8.052017,-34.951706
1597,-8.052017,-34.951706
1598,-8.052017,-34.951706
1599,-8.052017,-34.951706
1603,-8.052017,-34.951706
1606,-8.052566,-34.951145
1608,-8.052566,-34.951145
1614,-8.052566,-34.951202
1615,-8.052566,-34.951145
1616,-8.052566,-34.951145
1617,-8.052566,-34.951145
1618,-8.052566,-34.951145
1623,-8.052566,-34.951145
1626,-8.052566,-34.951145
1631,-8.052566,-34.951145
1642,-8.052516,-34.95123
1643,-8.052516,-34.95123
1649,-8.052459,-34.95123
1650,-8.052472,-34.95123
1656,-8.052516,-34.95109
1659,-8.052472,-34.95123
1662,-8.052516,-34.95109
1665,-8.052671,-34.95109
1670,-8.052566,-34.951046
1671,-8.052502,-34.951046
1672,-8.052502,-34.951046
1680,-8.052502,-34.951046
1683,-8.052502,-34.951046
1684,-8.052502,-34.951046
1688,-8.052502,-34.951046
1691,-8.052502,-34.951046
1699,-8.052721,-34.951145
1701,-8.052566,-34.951145
1713,-8.052516,-34.951145
1718,-8.052516,-34.951145
1720,-8.052516,-34.951145
1721,-8.052516,-34.951145
1726,-8.052516,-34.951145
1728,-8.052516,-34.951145
1729,-8.052516,-34.951145
1730,-8.052516,-34.951145
1731,-8.052516,-34.95109
1732,-8.052516,-34.951145
1737,-8.052516,-34.951145
1738,-8.052516,-34.951145
1739,-8.052516,-34.951145
1740,-8.052516,-34.951145
1741,-8.052516,-34.951145
1743,-8.052516,-34.951145
1744,-8.052516,-34.951145
1745,-8.052516,-34.951145
1746,-8.052516,-34.951145
1747,-8.052516,-34.951145
1758,-8.052516,-34.95123
1760,-8.052516,-34.95123
1765,-8.052459,-34.95123
1768,-8.052459,-34.951363
1770,-8.052468,-34.951523
1775,-8.052459,-34.951523
1777,-8.052468,-34.951523
1780,-8.052468,-34.951523
1783,-8.052468,-34.951523
1785,-8.052502,-34.95123
1790,-8.052485,-34.951515
1791,-8.052485,-34.95145
1793,-8.052485,-34.951363
1794,-8.052485,-34.95145
1803,-8.052495,-34.951523
1805,-8.052495,-34.951523
1807,-8.052409,-34.951515
1817,-8.052485,-34.95123
1825,-8.052328,-34.951515
1832,-8.052328,-34.951515
1833,-8.052471,-34.951096
1835,-8.052409,-34.95138
1839,-8.052382,-34.95138
1840,-8.052382,-34.95138
1844,-8.052382,-34.95138
1851,-8.052382,-34.95138
1860,-8.052396,-34.951317
1862,-8.052396,-34.951317
1864,-8.052396,-34.951317
1877,-8.052382,-34.951363
1880,-8.052382,-34.951363
1888,-8.052382,-34.951363
1891,-8.052382,-34.951363
1897,-8.052382,-34.951363
1915,-8.052358,-34.951363
1918,-8.052358,-34.951363
1919,-8.052358,-34.951363
1921,-8.052485,-34.95137
1922,-8.052485,-34.95137
1928,-8.052485,-34.951286
1934,-8.052637,-34.95126
1937,-8.052637,-34.95126
1941,-8.052637,-34.951267
1945,-8.052637,-34.951267
1952,-8.052647,-34.951267
1954,-8.052637,-34.951267
1957,-8.052647,-34.951267
1962,-8.052647,-34.951267
1963,-8.052647,-34.951267
1965,-8.05262,-34.951267
1971,-8.05262,-34.951267
1978,-8.05262,-34.951267
1981,-8.052776,-34.951267
1982,-8.052776,-34.951267
1989,-8.052776,-34.951267
1992,-8.052776,-34.951267
1995,-8.052679,-34.951267
2002,-8.052527,-34.951393
2004,-8.052442,-34.951363
2006,-8.05239,-34.951363
2008,-8.05239,-34.951363
2012,-8.052417,-34.951363
2013,-8.052447,-34.951225
2018,-8.052468,-34.951363
2022,-8.052442,-34.951363
2025,-8.052442,-34.951363
2029,-8.052527,-34.95137
2034,-8.052459,-34.951363
2036,-8.052485,-34.951363
2045,-8.052495,-34.95137
2055,-8.052495,-34.95137
2057,-8.052495,-34.95137
2058,-8.052495,-34.95137
2063,-8.052485,-34.951363
2067,-8.052485,-34.951363
2072,-8.052485,-34.951286
2075,-8.052485,-34.951286
2083,-8.052485,-34.951286
2084,-8.0524,-34.951363
2087,-8.052468,-34.95137
2088,-8.052495,-34.95137
2089,-8.052485,-34.951286
2094,-8.052485,-34.951286
2098,-8.052495,-34.95137
2107,-8.052495,-34.95137
2108,-8.052495,-34.95137
2109,-8.052495,-34.95137
2110,-8.052495,-34.95137
2111,-8.052495,-34.95137
2114,-8.052495,-34.95137
2115,-8.052495,-34.95137
2121,-8.052495,-34.95137
2122,-8.052495,-34.95137
2124,-8.052495,-34.95137
2127,-8.052495,-34.95137
2128,-8.052495,-34.95137
2129,-8.052495,-34.95137
2131,-8.052495,-34.95137
2132,-8.052495,-34.95137
2133,-8.052495,-34.95137
2134,-8.052485,-34.951286
2138,-8.052495,-34.95137
2142,-8.052495,-34.95137
2145,-8.052495,-34.95137
2149,-8.052495,-34.95137
2150,-8.052495,-34.95137
2152,-8.052495,-34.95137
2154,-8.052495,-34.95137
2157,-8.052495,-34.95139
2164,-8.052495,-34.95137
2165,-8.05241,-34.951363
2166,-8.05241,-34.951363
2167,-8.05241,-34.951363
2168,-8.05241,-34.951363
2175,-8.052468,-34.951363
2177,-8.052468,-34.951363
2183,-8.052468,-34.951363
2189,-8.052468,-34.951363
2191,-8.052468,-34.951363
2199,-8.052468,-34.951363
2210,-8.052468,-34.951363
2213,-8.052469,-34.951363
2214,-8.052469,-34.951363
2215,-8.052469,-34.951363
2221,-8.052468,-34.951363
2223,-8.052027,-34.951363
2225,-8.052027,-34.951363
2227,-8.052027,-34.951363
2228,-8.052027,-34.951363
2231,-8.052027,-34.951363
2232,-8.051975,-34.951363
2233,-8.051975,-34.951363
2234,-8.051975,-34.951363
2239,-8.051975,-34.951363
2245,-8.052417,-34.951363
2246,-8.051975,-34.951363
2248,-8.052027,-34.951363
2249,-8.052027,-34.951363
2251,-8.052027,-34.951363
2252,-8.052027,-34.951363
2254,-8.052027,-34.951363
2260,-8.051975,-34.951363
2268,-8.051975,-34.951363
2270,-8.052027,-34.951363
2272,-8.052027,-34.951363
2273,-8.052027,-34.951363
2275,-8.052027,-34.951363
2276,-8.052027,-34.951363
2286,-8.052027,-34.951363
2287,-8.051628,-34.951363
2288,-8.052027,-34.951363
2291,-8.052027,-34.951363
2299,-8.052027,-34.951363
2301,-8.052027,-34.951363
2302,-8.052027,-34.951363
2303,-8.052027,-34.951363
2304,-8.052027,-34.951363
2310,-8.052027,-34.951363
2312,-8.052027,-34.951363
2316,-8.052027,-34.951363
2319,-8.052027,-34.951363
2321,-8.052468,-34.951363
2328,-8.052468,-34.951363
2335,-8.052468,-34.951363
2337,-8.052417,-34.951363
2344,-8.052468,-34.951363
2348,-8.052468,-34.951363
2351,-8.052468,-34.951363
2354,-8.052468,-34.951363
2358,-8.052468,-34.951363
2362,-8.052791,-34.951336
2373,-8.052791,-34.951336
2375,-8.052791,-34.951336
2377,-8.052791,-34.951336
2388,-8.052791,-34.951336
2389,-8.052791,-34.951336
2392,-8.052791,-34.951336
2399,-8.052791,-34.951336
2404,-8.052791,-34.951336
2407,-8.052791,-34.951336
2412,-8.052791,-34.951336
2413,-8.052791,-34.951336
2417,-8.052791,-34.951336
2420,-8.052791,-34.951336
2423,-8.052791,-34.951336
2436,-8.052791,-34.951336
2439,-8.052791,-34.951336
2441,-8.052791,-34.951336
2446,-8.052828,-34.951336
2447,-8.052791,-34.951336
2453,-8.052791,-34.951336
2455,-8.052791,-34.951336
2456,-8.052791,-34.951336
2458,-8.052791,-34.951336
2464,-8.052791,-34.951336
2465,-8.052791,-34.951336
2470,-8.052791,-34.951336
2471,-8.052791,-34.951336
2473,-8.052791,-34.951336
2478,-8.052791,-34.951336
2483,-8.052791,-34.951336
2484,-8.052791,-34.951336
2485,-8.052791,-34.951336
2492,-8.052791,-34.951336
2498,-8.052791,-34.951336
2510,-8.052791,-34.951336
2513,-8.052791,-34.951336
2515,-8.052791,-34.951336
2516,-8.052791,-34.951336
2517,-8.052791,-34.951336
2519,-8.052791,-34.951336
2522,-8.052791,-34.951336
2523,-8.052343,-34.951504
2526,-8.052791,-34.951336
2531,-8.052791,-34.951336
2533,-8.052791,-34.951336
2534,-8.052791,-34.951336
2540,-8.052791,-34.951336
2542,-8.052791,-34.951336
2543,-8.052791,-34.951336
2554,-8.052381,-34.951504
2569,-8.052791,-34.951336
2571,-8.052791,-34.951336
2574,-8.052791,-34.951336
2576,-8.052791,-34.951336
2586,-8.052791,-34.951336
2588,-8.052791,-34.951336
2592,-8.052791,-34.951336
2602,-8.052791,-34.951336
2603,-8.052791,-34.951336
2605,-8.052791,-34.951336
2609,-8.052791,-34.951336
2611,-8.052791,-34.951336
2614,-8.052791,-34.95146
2615,-8.052791,-34.951336
2619,-8.052791,-34.951336
2620,-8.052791,-34.951336
2627,-8.052791,-34.951344
2628,-8.052791,-34.951344
2638,-8.052791,-34.951344
2648,-8.052791,-34.951344
2650,-8.052791,-34.951344
2651,-8.052791,-34.951344
2663,-8.052791,-34.951344
2664,-8.052791,-34.951344
2673,-8.052791,-34.951355
2678,-8.052791,-34.951355
2680,-8.052791,-34.951355
2682,-8.052791,-34.951355
2683,-8.052791,-34.951355
2684,-8.052791,-34.951355
2685,-8.052791,-34.951355
2688,-8.052791,-34.951355
2689,-8.052791,-34.951355
2691,-8.052791,-34.951336
2692,-8.052791,-34.951336
2697,-8.052791,-34.951336
2698,-8.052791,-34.951336
2701,-8.052791,-34.951336
2707,-8.052791,-34.951336
2715,-8.052791,-34.951336
2718,-8.052791,-34.951336
2724,-8.052791,-34.951336
2726,-8.052791,-34.951336
2729,-8.052791,-34.951336
2737,-8.052791,-34.951355
2742,-8.052791,-34.95142
2748,-8.052791,-34.951355
2750,-8.052791,-34.951355
2751,-8.052791,-34.951355
2753,-8.052791,-34.951355
2754,-8.052791,-34.951344
2755,-8.052791,-34.951344
2758,-8.052791,-34.951344
2759,-8.052791,-34.951344
2760,-8.052791,-34.951344
2762,-8.052791,-34.951355
2766,-8.052791,-34.951355
2769,-8.052791,-34.951355
2770,-8.052791,-34.951355
2771,-8.052791,-34.951355
2777,-8.052791,-34.951336
2794,-8.052791,-34.951336
2802,-8.052791,-34.951336
2807,-8.052791,-34.951336
2816,-8.052791,-34.951336
2818,-8.052791,-34.951336
2820,-8.052791,-34.951336
2825,-8.052791,-34.951336
2826,-8.052791,-34.951336
2833,-8.05282,-34.951336
2835,-8.052791,-34.951336
2840,-8.052791,-34.951336
2846,-8.052791,-34.951336
2848,-8.052791,-34.951336
2855,-8.052791,-34.951336
2858,-8.052791,-34.951336
2859,-8.052791,-34.951336
2862,-8.052791,-34.951385
2864,-8.052791,-34.951385
2865,-8.052791,-34.951344
2867,-8.052791,-34.951385
2868,-8.052791,-34.951385
2870,-8.052791,-34.951385
2874,-8.052791,-34.951385
2876,-8.052824,-34.951385
2880,-8.052791,-34.951385
2882,-8.052791,-34.951385
2883,-8.052791,-34.951385
2884,-8.052791,-34.951385
2885,-8.052791,-34.951385
2886,-8.052791,-34.951385
2894,-8.052791,-34.951385
2903,-8.052791,-34.951385
2905,-8.052791,-34.951385
2906,-8.052791,-34.951385
2907,-8.052791,-34.951385
2908,-8.052791,-34.951385
2910,-8.052791,-34.951385
2913,-8.052791,-34.951385
2922,-8.052791,-34.951385
2926,-8.052791,-34.951385
2927,-8.052791,-34.951344
2930,-8.052791,-34.951344
2932,-8.052791,-34.951344
2935,-8.052791,-34.951336
2943,-8.052791,-34.951336
2945,-8.052791,-34.951336
2948,-8.052791,-34.951336
2954,-8.052791,-34.951336
2955,-8.052791,-34.951336
2956,-8.052791,-34.951336
2957,-8.052791,-34.951336
2960,-8.052789,-34.95133
2963,-8.052789,-34.95133
2968,-8.052789,-34.95133
2970,-8.052789,-34.95133
2973,-8.052789,-34.95133
2982,-8.052789,-34.95133
2991,-8.052789,-34.95133
2995,-8.052789,-34.95133
2997,-8.052789,-34.95133
3000,-8.052789,-34.95133
3001,-8.052789,-34.951336
3002,-8.052789,-34.951336
3006,-8.052789,-34.951336
3007,-8.052789,-34.951336
3011,-8.052789,-34.951336
3014,-8.052789,-34.951336
3016,-8.052789,-34.951336
3017,-8.052789,-34.951336
3018,-8.052789,-34.951336
3019,-8.052789,-34.951336
3021,-8.052789,-34.951336
3023,-8.052789,-34.951336
3024,-8.052789,-34.951336
3025,-8.052681,-34.951298
3026,-8.052681,-34.951298
3027,-8.052681,-34.951298
3031,-8.052681,-34.951298
3032,-8.052681,-34.951298
3033,-8.052681,-34.951298
3035,-8.052681,-34.951298
3037,-8.052837,-34.951298
3038,-8.052681,-34.951298
3043,-8.052681,-34.951298
3044,-8.052529,-34.951424
3045,-8.052681,-34.951298
3047,-8.052681,-34.951298
3050,-8.052681,-34.951298
3053,-8.052681,-34.951298
3055,-8.052681,-34.951298
3057,-8.052681,-34.951298
3058,-8.052681,-34.951298
3059,-8.052681,-34.951298
3060,-8.052529,-34.951424
3063,-8.052529,-34.9514
3064,-8.052529,-34.9514
3065,-8.052529,-34.9514
3070,-8.052529,-34.9514
3071,-8.052529,-34.9514
3077,-8.052529,-34.9514
3078,-8.052681,-34.951298
3079,-8.052529,-34.9514
3080,-8.052529,-34.9514
3082,-8.052529,-34.9514
3085,-8.052529,-34.9514
3090,-8.052529,-34.951424
3091,-8.052529,-34.951424
3094,-8.052529,-34.951424
